Dataset,p,alpha,RCBS_solution,RCBS_time,DL-RCBS_solution,DL-RCBS_time,ARCBS_solution,ARCBS_time,DL-ARCBS_solution,DL-ARCBS_time,IRCBS_solution,IRCBS_time,DL-IRCBS_solution,DL-IRCBS_time,IARCBS_solution,IARCBS_time,DL-IARCBS_solution,DL-IARCBS_time,CPLEX_solution,CPLEX_time
ap100,5,0.6,689298.325,1178.5096,669250.6549,2488.7272,689298.325,1882.0761,669250.6549,2457.5352,684496.7992,2669.6657,665740.9046,3527.2567,684496.7992,3140.6996,664820.3445,3445.132,666817.8412,14400.9631
ap100,5,0.7,723413.4203,2469.8179,704032.4334,3237.2506,723413.4203,3632.4194,704032.4334,4469.5615,716668.5071,2996.9529,698657.8947,4402.5406,716668.5071,4551.7472,698597.0924,5329.2179,702954.6425,14400.6294
ap100,5,0.8,757528.5157,5051.7523,738721.3097,4461.0947,757528.5157,5336.6876,738721.3097,6212.1465,748840.2149,5066.3567,731402.7915,4695.4738,748840.2149,6579.2685,731402.7915,6477.7621,735374.7782,14400.5898
ap100,10,0.2,395298.7083,377.0101,406802.535,1122.6645,395298.3338,309.7216,406802.535,1129.8501,388809.5017,1180.6623,404800.6968,839.2388,388809.5017,929.4102,404800.6968,1201.341,386349.1537,7746.8743
ap100,10,0.3,444183.336,384.273,448871.5719,1258.5299,444183.336,350.5475,448871.5719,1378.2205,438898.0358,2976.8053,447803.4112,1888.5718,438898.0358,2350.7573,447803.4112,2414.4628,435521.4366,14400.7189
ap100,10,0.4,491912.4138,1136.761,490237.954,1147.9785,491912.4138,1073.0708,490237.954,2334.5299,487322.6339,3973.4901,490237.954,3743.0876,487322.6339,3387.0189,490237.954,4739.9523,482789.8344,14400.6499
ap100,10,0.5,539000.5512,2316.8613,531602.8845,1530.326,539000.5512,2682.9079,531602.8845,2367.8854,534566.0645,10694.7884,531602.8845,4157.8278,534566.0645,13051.6648,531602.8845,6574.7902,528218.0983,14400.7808
ap100,10,0.6,585661.9087,7870.5724,572777.1652,2592.5754,585661.9087,8806.8479,572777.1652,5252.6975,579747.0542,14400.6585,572777.1652,10975.913,579747.0542,14400.6226,572814.8804,14400.6863,575410.6945,14400.6035
ap100,10,0.7,632034.0476,14400.9651,612748.4003,4695.7155,632089.7043,14400.7235,612748.4003,12601.3993,624590.7724,14401.0265,612748.4003,14400.5246,624460.4597,14400.5917,614933.7862,14400.6899,621183.1788,14400.5511
ap100,10,0.8,677049.5202,14401.0045,652681.9203,14063.4134,676755.5142,14400.6356,653126.1781,14400.5802,669521.9144,14400.7995,656090.4608,14400.7183,668023.613,14400.834,654989.5344,14400.6216,655354.1554,14400.5651
tr,2,0.2,52077830491,81.7851,48621542734,59.9663,52077830491,88.53,48621542734,61.0641,52077830491,85.6855,48621542734,68.5814,52077830491,90.3427,48621542734,77.0118,46531515788,520.4493
tr,2,0.3,53214138817,80.6354,50695767368,111.4613,53214138817,91.6202,50695767368,110.5892,53214138817,93.9631,50695767368,129.2597,53214138817,106.9381,50695767368,99.4959,48754760892,500.164
tr,2,0.4,54342845145,114.9653,52563178645,103.8437,54342845145,132.7994,52563178645,112.7314,54342845145,96.9345,52563178645,124.8097,54342845145,130.2596,52563178645,137.4676,50786312285,694.2862
tr,2,0.5,55470990818,129.5747,54318867037,103.0677,55470990818,114.0459,54318867037,140.3808,55470990818,116.3426,54318867037,186.8575,55470990818,158.9346,54318867037,203.7799,52724373730,907.3611
tr,2,0.6,56590591964,104.5701,55991071321,216.724,56590591964,128.9324,55991071321,205.3821,56590591964,131.2567,55991071321,198.5975,56590591964,171.341,55991071321,288.951,54662435175,3092.1232
tr,2,0.7,57545800097,126.2757,57456309813,234.5994,57545800097,155.3138,57456309813,286.2008,57545800097,171.3232,57456309813,269.0769,57545800096,194.1476,57456309813,339.3751,56188480980,3416.0326
tr,2,0.8,58497809268,126.3791,58497809268,210.5659,58497809268,159.4862,58497809268,472.4334,58497809268,268.1444,58497809268,441.4547,58497809268,387.5828,58497809268,368.2228,57185365727,5958.3084
tr,3,0.2,46314674311,86.5389,39951471537,74.7012,44680013923,87.5141,39951471537,67.3003,39951471537,92.4511,39951471537,107.2382,39951471537,118.8719,39951471537,162.2769,39461760010,1900.3894
tr,3,0.3,48089532397,75.3656,43162004496,148.2273,46731154604,92.8852,43162004496,162.6433,43162004496,162.0186,43162565151,204.5721,43162004497,178.3682,43162004497,285.2263,42266829110,1910.7097
tr,3,0.4,49803471675,101.4731,46158122101,200.3255,48756721744,123.0283,46158122101,201.4847,46158122101,323.4912,46158122101,400.4914,46158122101,311.3363,46158122101,497.8035,44861368438,2876.7658
tr,3,0.5,51491477485,100.8139,49041956166,422.9371,50779032246,234.5557,49041956166,402.9072,49102108896,390.554,49041956166,764.9996,49041956166,609.1207,49041956166,788.1128,47400043558,4670.1383
tr,3,0.6,53159948312,184.5705,51833761597,505.1002,52762001648,376.272,51833761597,587.6565,51833761597,1313.0584,51833761597,1415.7048,51833761597,1170.3221,51833761597,1772.2543,49849002775,10572.4152
tr,3,0.7,54828419139,206.162,54254208220,421.9078,54663860625,477.3825,54254208220,742.4787,53843831151,1159.5858,54254208220,1465.7485,53843831151,1070.8906,53843831151,1646.9574,52235808488,14403.0344
tr,3,0.8,56291786967,344.247,56400454945,1005.0728,56291786967,708.5469,56291786967,1789.8798,55842376769,1608.4546,55842376769,1927.814,55842376769,1476.1297,55842376769,2660.2716,54389399833,14404.1583
tr,4,0.2,34127652640,87.4409,34127652640,134.6421,34119084459,156.1621,34119084459,200.3356,34127652640,120.6507,34127652640,163.269,34119084459,216.2337,34119084459,199.0528,33989285909,1592.5529
tr,4,0.3,37954485675,299.4765,37954485675,255.5811,37926417465,460.7144,37926417465,561.2044,37954485675,234.8748,37954485675,439.6751,37926417465,455.0308,38145152241,424.8085,37511720409,7369.8782
tr,4,0.4,41531557002,351.5208,41531557002,431.4645,41513363936,602.6681,41513363936,901.0706,41312586867,354.7505,41531557002,662.6512,41270003703,683.1989,41513363936,1225.0404,40705765424,9575.858
tr,4,0.5,44966160577,501.7543,44966160577,798.4418,44810057897,1425.2724,44810057897,2346.9608,44545269274,519.4498,44966160577,1140.9868,44513848391,1222.0348,44810057897,2955.1981,43767885612,14007.2264
tr,4,0.6,48062212595,874.297,48062212595,1270.464,47702146698,1326.3132,47702146698,2365.959,47758818327,2091.635,48062212595,2231.7144,47702146698,2743.5564,47702146698,2765.953,46498945418,14403.6958
tr,4,0.7,50725124876,1141.1689,50727960696,1467.9388,50534130424,1936.704,50534130424,2721.722,50971098172,767.4073,50725124876,2292.5982,50534130424,2483.7014,50534130424,4492.7828,49200011569,14404.1772
tr,4,0.8,53346181316,1474.999,53346181316,2901.0979,53346181316,4080.991,53250791227,3963.4165,53346181316,5473.9613,53346181316,2834.2952,53250791227,5821.3386,56865143234,1257.7727,51796420302,14402.8967
tr,5,0.2,30208597836,108.8452,29816778752,136.9229,30195407840,173.3057,29805597326,194.6006,29595426273,152.5954,29595426273,206.9037,29535637913,285.696,29584106529,330.9883,29535637913,1076.6742
tr,5,0.3,34032595168,142.4399,33626689001,225.8322,34004526958,373.7304,33598620791,400.4314,33467953657,287.1819,33467953657,502.0944,33363347416,485.4623,33439885447,528.14,33363347416,2891.856
tr,5,0.4,37721842695,255.4701,37368798486,384.4834,37687760385,607.8308,37368798486,560.311,37282520797,497.4936,37282520797,844.283,37152713978,1046.7005,37282520797,1293.8396,36972544240,7833.4559
tr,5,0.5,41311347017,598.2497,41016259914,825.902,41252589265,1004.53,40984839031,1078.9594,40993660266,1020.7206,40993660266,1303.079,40825804531,1745.9876,40962239384,2674.114,40473110262,12237.503
tr,5,0.6,44729415933,888.007,44586739960,1214.7064,44676061619,2272.3025,44536725070,1742.488,44586739960,3778.8614,44586739960,2280.3406,44350982577,5352.4645,44536725070,3396.0517,43528062905,14403.7406
tr,5,0.7,48107523975,1847.5405,48169687053,349.7123,48033004873,3087.2033,47987298474,14403.5574,48061817576,4726.4981,47937757072,452.0214,47842684190,5986.5969,47753134689,3244.6205,46391737192,14401.7658
tr,5,0.8,51430944268,14405.9976,51430944268,12704.1245,51344308164,14402.4645,51343466504,14401.6481,51438113879,14400.9456,50909952357,14400.4145,51344308164,14400.4145,50833336037,14400.5127,49112719062,14400.5329
syn100,2,0.2,251474800.7,303.7043,251474800.7,133.1981,251474800.7,341.4058,251474800.7,133.3143,251474800.7,306.2063,251474800.7,134.847,251474800.7,315.2529,251474800.7,132.7243,251474800.7,735.0262
syn100,2,0.3,254425115.6,285.1115,254425115.6,134.2197,254425115.6,341.3026,254425115.6,139.8617,254425115.6,290.7092,254425115.6,137.0237,254425115.6,369.4716,254425115.6,137.4683,254425115.6,824.3656
syn100,2,0.4,257253999.6,497.2651,257253999.6,166.0597,257253999.6,505.022,257253999.6,161.3822,257253999.6,490.7746,257253999.6,172.4635,257253999.6,479.7895,257253999.6,175.5697,257253999.6,1329.2319
syn100,2,0.5,260065221.3,599.4533,260065221.3,213.0546,260065221.3,657.4658,260065221.3,225.2616,260065221.3,537.2468,260065221.3,250.8076,260065221.3,698.5638,260065221.3,251.5164,260065221.3,1660.1727
syn100,2,0.6,262876443.1,640.9928,262876443.1,248.0355,262876443.1,977.7823,262876443.1,245.8221,262876443.1,598.9122,262876443.1,253.4629,262876443.1,941.8021,262876443.1,257.1679,262876443.1,1934.9904
syn100,2,0.7,265687664.8,583.2156,265687664.8,268.8157,265687664.8,1025.1432,265687664.8,291.5143,265687664.8,534.3823,265687664.8,280.3212,265687664.8,953.9532,265687664.8,280.284,265687664.8,6465.5279
syn100,2,0.8,268498886.6,830.6447,268498886.6,287.1085,268498886.6,1359.4087,268498886.6,287.2206,268498886.6,820.3904,268498886.6,263.1042,268498886.6,1402.3749,268498886.6,279.1915,268498886.6,6609.2123
syn100,3,0.2,230195827.8,374.0576,176825401.9,255.6828,230195827.8,337.1864,176825401.9,294.2919,230195827.8,335.5724,176825401.9,256.861,230195827.8,335.5675,176825401.9,317.1136,171574048.2,688.0597
syn100,3,0.3,234071987.4,472.405,179736753.9,277.4474,234071987.4,417.5467,179731260.7,329.7083,234071987.4,435.406,179731260.7,297.269,234071987.4,449.8714,179731260.7,359.1763,174682268.7,835.6643
syn100,3,0.4,237817444.5,640.1518,182576676.1,311.1139,237817444.5,597.1594,182576676.1,383.8633,237817444.5,603.3483,182576676.1,321.3277,237817444.5,604.1435,182576676.1,385.9499,177745570,1053.1699
syn100,3,0.5,241450913.4,768.0043,185414694.5,271.7428,241450913.4,742.6054,185414694.5,315.9744,241450913.4,752.4803,185414694.5,263.8305,241450913.4,721.4156,185414694.5,317.2771,180803235.3,619.2847
syn100,3,0.6,244937523.1,1136.5068,188252713,302.6398,244937523.1,1084.7611,188252713,412.003,244937523.1,1136.7605,188252713,349.1706,244937523.1,1133.1357,188252713,504.2172,183849074.6,1142.7709
syn100,3,0.7,248406978.2,1223.5579,191090731.5,384.2966,248406978.2,1221.2266,191090731.5,421.4126,248406978.2,1305.9113,191090731.5,383.4172,248406978.2,1271.3272,191090731.5,505.5518,186885993.8,1515.2098
syn100,3,0.8,251876433.3,1513.5449,193928749.9,427.8702,251876433.3,1480.4818,193928749.9,489.511,251876433.3,1603.7804,193928749.9,395.6495,251876433.3,1499.7832,193928749.9,522.7858,189903361.5,1584.8528
syn100,4,0.2,155471226.6,466.8716,150497623.5,334.8517,155471226.6,468.5078,150497623.5,368.8818,155471226.6,376.2173,150497623.5,423.5717,155471226.6,395.6883,150497623.5,660.7942,148648436.7,2276.3453
syn100,4,0.3,159162857.6,605.8793,154475806.2,713.4442,159162857.6,593.248,154475806.2,893.8471,159162857.6,468.619,154475806.2,1466.1894,159162857.6,457.3989,154475806.2,1646.5593,152387705.3,4276.0035
syn100,4,0.4,162699408.9,525.2396,158225338.6,685.7482,162699408.9,504.0786,158225338.6,1091.8916,162699408.9,605.4667,158066111,1041.8645,162699408.9,591.016,158066111,1207.8789,155914175.1,8135.7931
syn100,4,0.5,166138464,484.3035,161957501.8,868.3223,166138464,500.8648,161957501.8,1084.7677,166138464,541.8444,161642731.6,1389.3719,166138464,569.9198,161642731.6,1789.1675,159436716.1,9901.4074
syn100,4,0.6,169577519.2,510.9523,165676748,1383.4017,169577519.2,513.3081,165676748,1526.8798,169577519.2,882.7711,165219352.3,1872.1859,169577519.2,792.4828,165219352.3,1969.454,162959257.2,14401.6782
syn100,4,0.7,173016574.4,535.5346,169395994.2,1048.9793,173016574.4,534.6344,169395994.2,1782.1713,172667838.8,654.8201,168795972.9,2202.464,172667838.8,652.2595,168795972.9,2657.5412,166481798.2,14401.6529
syn100,4,0.8,176455629.5,582.4928,173060570.9,1868.2153,176455629.5,631.5701,173060570.9,3166.8182,175742926.1,1009.8558,172301829,3636.8745,175742926.1,987.2299,172301829,5555.8659,169942281,14401.4988
syn100,5,0.2,135617750.7,380.2579,129194182,467.1668,135617750.7,387.8917,129194182,664.3922,129194182,500.3994,129194182,557.7606,129194182,507.7191,129194182,839.5212,127342852.3,1596.4412
syn100,5,0.3,139681326.6,449.2719,133933116.4,1200.8667,139681326.6,440.8516,133933116.4,1568.4361,133933116.4,1158.2049,133933116.4,1025.5902,133933116.4,1187.0551,133933116.4,1392.0531,131842794.9,3078.8826
syn100,5,0.4,143516358.7,853.2909,138213157.5,1067.2058,143516358.7,843.2608,138213157.5,1105.2073,138377738.9,1526.542,138213157.5,1317.129,138377738.9,1455.2059,138213157.5,1458.9842,136064109.1,8207.0726
syn100,5,0.5,147191001.7,783.2611,142396893.2,1349.0825,147191001.7,786.8009,142396893.2,1393.11,142719318.7,1669.6267,142396893.2,1459.4438,142719318.7,1649.6799,142396893.2,1876.8424,140194487.1,12234.8244
syn100,5,0.6,150865644.6,781.0193,146580628.9,1747.3089,150865644.6,735.3704,146580628.9,2263.9911,147047211,2123.7576,146580628.9,2362.3929,147047211,2145.1391,146580628.9,2661.5347,144324865.2,14401.7125
syn100,5,0.7,154540287.6,589.9983,150764364.7,1925.4919,154540287.6,615.6734,150764364.7,3197.0707,151375103.3,2551.1286,150764364.7,3110.4106,151375103.3,2380.1659,150764364.7,3979.6869,148455243.2,14401.6689
syn100,5,0.8,158214930.5,983.6565,154890886.8,2844.1553,158214930.5,965.8607,154890886.8,3796.0354,155661877.2,5048.1741,154890886.8,3743.9533,155661877.2,5193.7742,154890886.8,4845.2846,152578358.5,14401.0964
syn100,10,0.2,71215017.56,226.3973,71215017.56,258.6713,71040531.77,237.5852,71040531.77,319.6751,71215003.42,264.288,71040247.19,387.9775,71040247.19,245.2848,71040247.19,436.4132,71040247.19,453.3752
syn100,10,0.3,76825948.31,322.7483,76825948.31,572.1177,76698437.15,363.9527,76698437.15,755.2497,76825948.31,377.5732,76698437.15,590.0462,76698437.15,436.0585,76698437.15,657.4364,76698437.15,734.7496
syn100,10,0.4,82340779.25,566.8957,82340779.25,1533.7369,82258996.75,750.4341,82258996.75,2588.6202,82340779.25,684.8924,82340779.25,961.6339,82258996.75,975.459,82258996.75,1174.7424,82258996.75,1921.252
syn100,10,0.5,87721748.82,686.794,87721748.82,1258.0465,87678152.33,1124.8088,87678152.33,1520.4999,87721748.82,1141.0664,87678152.33,1162.0296,87678152.33,1568.1894,87678152.33,1507.5698,87678152.33,3655.6524
syn100,10,0.6,98491440,1105.2231,93092485.61,1370.1281,98491440,1861.8499,93075832.82,1602.8214,94236382.74,2459.0647,93092485.61,1605.1452,94236382.74,3493.4602,93075832.82,1892.7037,93075832.82,8015.2155
syn100,10,0.7,99186029.61,1787.76,98426336.65,1242.9811,99186029.61,3182.802,98426336.65,1791.5302,99186029.61,4911.7746,98426336.65,2206.8655,99186029.61,7326.3953,98426336.65,2333.0152,98451016.88,14401.6715
syn100,10,0.8,107846918,2753.8242,103660060.2,1335.2369,107846918,3890.1162,103660060.2,1799.5458,104133583.9,5637.6152,103601814.7,2869.9698,104133583.9,8229.8437,103601814.7,3349.5581,103661240,14401.5031
ap,2,0.2,711363.3381,25535.8473,711363.3381,8966.1436,711362.4746,18858.9888,711362.4746,14006.922,711366.3201,10767.4029,711366.3201,14824.133,711378.3092,13437.8674,711378.3092,15258.2954,3164111.935,25391.9801
ap,2,0.3,738269.3282,25628.5998,738269.3282,9633.238,738269.3282,24365.0701,738269.3282,11308.1362,738271.3782,12493.9924,738271.3782,17452.3688,738269.3282,21392.9836,738269.3282,17467.1986,3166379.458,25496.3687
ap,2,0.4,764380.0768,25503.6244,764380.0768,11865.8892,764357.8103,25922.7067,764357.8103,14965.0911,764342.0092,17072.7984,764342.0092,19056.8948,764354.8086,25775.6992,764354.8086,20164.0835,3168646.98,25539.4241
ap,2,0.5,789303.0495,25514.7887,789303.0495,15061.366,789356.433,25559.0319,789356.433,16965.8705,789258.5331,21014.5102,789258.5331,25491.7626,789268.8686,25554.0484,789268.8686,25507.3578,3170914.503,25432.3254
ap,2,0.6,815062.3268,25510.2035,870824.3882,14317.4527,813611.7696,25616.9865,870875.1204,14074.3308,813596.6761,18414.7781,813596.6761,25516.0879,813608.8991,25700.4048,813596.6761,25702.2514,3173182.026,25489.2935
ap,2,0.7,837920.6532,25551.7992,893394.7243,16660.2444,837969.1807,25891.6116,893438.35,23179.9202,837842.851,25538.4266,837842.851,25627.2272,837865.5844,25722.8055,837842.851,25543.9826,3175449.548,25313.4605
ap,2,0.8,864966.3303,25539.7219,861992.5735,25533.438,862671.501,25583.2728,861992.5735,25517.9423,861992.5735,25544.7635,861992.5735,25457.5716,862671.501,25458.2651,861992.5735,25497.8786,3177717.071,25337.6422
ap,3,0.2,666314.5308,25556.5494,676227.23,19356.8206,660366.1472,25572.5755,676207.0352,14682.1904,659416.9505,10425.3052,646094.435,13321.772,659416.9505,10875.3628,646094.435,14100.9773,3141562.921,25412.9772
ap,3,0.3,694776.6941,11085.3521,710749.9573,9307.6964,688610.7761,25579.856,685270.5556,10755.9292,676382.9779,10143.0057,685270.5556,9285.4809,676375.58,13173.2366,685257.2337,9950.693,3149668.164,25313.9321
ap,3,0.4,722472.4919,13030.8339,744870.9751,11124.8212,716192.898,25550.4632,709421.7712,14337.2212,706309.004,13168.3828,709421.7712,9310.1152,706304.4341,22289.7157,709416.1775,9534.2413,3157773.407,25326.4617
ap,3,0.5,749447.9671,15638.7703,778937.1925,16406.7849,743137.3664,25512.3657,733599.8138,25430.8846,735358.2949,25535.4878,733599.8138,9793.1229,735372.4526,25560.5519,733572.9868,11038.7936,3165878.651,25386.6952
ap,3,0.6,776325.6177,25529.5894,776325.6177,25491.7651,769749.4718,25571.0164,757469.0462,25545.6308,763715.6025,25486.0389,757469.0462,12174.7033,764180.6756,25503.5116,757469.0462,20672.1871,3173983.894,25390.9476
ap,3,0.7,802424.2352,25577.5475,794265.4047,25492.1341,795904.6565,25525.4724,781177.7052,25496.2882,792088.287,25556.4891,781177.7052,13250.3499,794265.4047,25619.2678,781177.7052,25538.1499,3182089.138,25380.3148
ap,3,0.8,3305366.435,25443.8795,868233.384,25521.1514,823901.2243,25480.2313,804890.8323,25501.5088,820339.1992,25445.8004,804890.8323,25523.6219,820439.4282,25382.9381,804886.3643,25529.0464,3190194.381,25410.8312
ap,4,0.2,603637.5251,25546.7493,624076.4124,11936.7532,603632.2528,15483.4996,571598.9226,12891.153,591158.6325,16556.0605,571598.9226,10313.4783,591165.1305,25544.449,571598.9226,10663.9277,3155914.717,25310.4534
ap,4,0.3,667313.837,23384.788,634322.2885,13669.977,634318.435,13854.7812,608811.3754,14836.5143,630431.1885,25469.6825,608811.3754,10440.4558,630412.6325,25513.4773,608810.0141,9293.0674,3176505.388,25247.3902
ap,4,0.4,664793.0747,24647.5615,709565.411,25443.7167,664775.3189,15092.3813,664848.6991,25457.2996,664848.6991,25489.4296,645787.5073,11491.7103,664922.387,25491.466,645787.5073,11437.5561,3197096.059,25294.469
ap,4,0.5,695133.1137,24989.8446,695133.1137,25559.56,695131.7268,22742.9532,682621.6179,25549.7143,695169.3557,25526.9301,682621.6179,25633.7825,695170.6696,25688.9265,682506.0672,25555.9709,3217686.73,25296.5055
ap,4,0.6,725706.8059,25558.0951,788804.2911,25551.2815,725505.0976,25862.7875,788436.8542,25513.1498,725537.1762,25499.8243,717947.7476,25535.0625,725692.6938,25635.4755,719273.2148,25509.5976,3238277.401,25355.5956
ap,4,0.7,755914.8444,25593.4033,756079.3404,25498.9049,755839.5256,25899.0632,754415.1083,25468.1609,756079.3404,25445.3065,755378.0897,25690.1718,755839.5256,25626.5069,754415.1083,25477.7222,3258868.072,25331.0992
ap,4,0.8,786332.5501,25583.4599,786640.9342,25481.6654,786346.0157,25534.4441,786640.9342,25403.8855,786279.4685,25406.1559,784814.9487,25485.124,788602.0172,25389.5986,786640.9342,25417.846,3279458.743,25394.6796
ap,5,0.2,557545.7725,11999.8617,546031.6668,10171.1882,555535.9433,25457.4939,546031.6668,10029.3316,551453.7477,25564.894,531112.3259,9269.671,551359.5436,25545.8041,531112.3259,9449.3713,3149272.214,25373.3847
ap,5,0.3,600185.62,25525.8398,584559.6173,21358.1758,594779.4908,25852.1576,584559.6173,17771.6006,593173.0964,25474.9333,570606.8389,19087.9903,589576.9913,25633.2249,570606.8389,21859.4175,3165601.089,25292.2851
ap,5,0.4,636884.3117,25463.5176,622761.2799,16624.1942,630667.6595,25589.4467,622761.2799,17106.9285,629942.5522,25513.0392,609861.6934,19542.0038,624377.6892,25503.3525,609861.6934,20952.0357,3181929.963,25320.5358
ap,5,0.5,672199.6466,25642.9103,660097.5777,25533.5186,667895.4547,25838.5675,660030.3359,25520.8018,664975.7279,25477.269,648343.6381,25694.9256,664840.454,25675.7972,648343.6381,25393.069,3198258.837,25285.6707
ap,5,0.6,712984.9527,25500.6676,695005.0127,25531.2984,704925.8103,25813.052,694818.0032,25473.6837,698707.5165,25420.958,686290.7216,25461.1918,703715.9565,25698.3887,698970.0903,25482.9578,3214587.712,25316.2956
ap,5,0.7,741187.3613,25502.7274,729952.9654,25545.4613,754112.0162,25841.8911,729520.0435,25397.7953,731889.7853,25466.1722,723065.8789,25534.3942,738409.8935,25455.2418,722421.744,25389.8314,3230916.586,25378.0535
ap,5,0.8,777148.4348,25568.7144,764281.0775,25548.6798,785294.1956,25879.8041,764115.8332,25491.0092,765778.6308,25504.4584,765519.1157,25669.2154,769460.5375,25688.5685,767450.4058,25440.7419,3247245.461,25295.5382
ap,10,0.2,422076.7435,25487.3235,456352.7573,25688.2343,419622.1171,25536.0035,404692.189,25681.1264,404692.189,16091.2485,418015.6677,25642.9057,405077.691,25674.1122,404692.189,25662.9942,525604.8063,25434.7964
ap,10,0.3,473500.3965,25563.9875,462152.3737,25514.8272,470151.7432,25514.5857,462340.8427,25394.0422,455094.5138,25496.4477,455094.5138,25531.0339,455200.1786,25453.7163,455094.5138,25424.9314,499442.2411,25379.315
ap,10,0.4,523426.204,25549.3099,543982.0782,25448.1682,519414.0952,25427.3393,519414.0952,25443.5178,504306.4646,25413.989,505907.4756,25488.648,504391.4401,25456.8502,506384.2232,25550.2627,3185893.533,25317.6407
ap,10,0.5,572678.0744,25487.1261,551384.173,25510.9116,567473.1292,25548.2585,551384.173,25428.0935,553051.2116,25483.5099,551384.173,25535.0436,568374.5908,25458.2336,551095.6072,25463.8745,3223470.666,25343.7486
ap,10,0.6,619267.4403,25406.8496,627725.6942,25376.3559,651315.0926,25640.0372,591063.7211,25444.6894,601252.333,25540.7957,589316.5593,25437.6011,640818.8665,25523.967,591063.7211,25475.3632,3261047.8,25380.6612
ap,10,0.7,678421.2442,25516.4869,667685.5665,25383.6088,697428.9408,25480.9048,665432.5544,25432.045,647956.558,25445.0334,628561.4038,25482.6287,662569.3501,25493.7693,665432.5544,25512.138,3298624.933,25304.1891
ap,10,0.8,714349.4815,25440.08,709156.871,25415.0401,747898.5969,25533.8046,707235.987,25441.4193,703651.7627,25513.0466,667844.1824,25484.0875,731374.7452,25440.4655,667696.5689,25537.9337,3336202.067,25421.6794
